time,open,high,low,close
2026-07-11 04:00:00+00:00,1795.8,1799.6,1795.05,1795.5
2026-07-11 05:00:00+00:00,1795.25,1800.95,1794.4,1798.9
2026-07-11 06:00:00+00:00,1798.7,1802.35,1794.65,1798.4
2026-07-11 07:00:00+00:00,1798.05,1801.2,1797.3,1799.1
2026-07-11 08:00:00+00:00,1799.1,1802.75,1798.75,1800.75
2026-07-11 09:00:00+00:00,1800.75,1801.95,1791.9,1794.65
2026-07-11 10:00:00+00:00,1794.35,1798.1,1793.85,1797.45
2026-07-11 11:00:00+00:00,1797.15,1799.65,1796.2,1799.65
2026-07-11 12:00:00+00:00,1799.15,1800.15,1797.2,1799.0
2026-07-11 13:00:00+00:00,1799.25,1806.0,1797.8,1801.75
2026-07-11 14:00:00+00:00,1801.75,1819.4,1801.65,1810.25
2026-07-11 15:00:00+00:00,1810.0,1827.5,1808.0,1814.1
2026-07-11 16:00:00+00:00,1814.2,1825.2,1810.3,1822.35
2026-07-11 17:00:00+00:00,1822.75,1828.7,1817.7,1823.55
2026-07-11 18:00:00+00:00,1823.55,1828.95,1823.05,1825.8
2026-07-11 19:00:00+00:00,1825.7,1826.4,1818.95,1823.3
2026-07-11 20:00:00+00:00,1823.65,1827.6,1823.2,1825.4
2026-07-11 21:00:00+00:00,1825.25,1828.45,1822.25,1822.75
2026-07-11 22:00:00+00:00,1822.55,1823.1,1808.0,1813.0
2026-07-11 23:00:00+00:00,1813.0,1814.95,1785.6,1787.15
2026-07-12 00:00:00+00:00,1787.0,1790.1,1779.3,1788.0
2026-07-12 01:00:00+00:00,1787.65,1807.45,1787.25,1806.2
2026-07-12 02:00:00+00:00,1805.8,1806.6,1802.45,1804.65
2026-07-12 03:00:00+00:00,1804.3,1812.85,1802.05,1810.6
2026-07-12 04:00:00+00:00,1810.75,1811.85,1803.65,1804.8
2026-07-12 05:00:00+00:00,1805.0,1806.5,1800.55,1802.75
2026-07-12 06:00:00+00:00,1802.65,1802.65,1788.75,1794.6
2026-07-12 07:00:00+00:00,1794.0,1798.15,1793.35,1797.85
2026-07-12 08:00:00+00:00,1797.9,1808.15,1797.9,1804.2
2026-07-12 09:00:00+00:00,1804.4,1805.05,1796.15,1801.45
2026-07-12 10:00:00+00:00,1801.7,1801.7,1798.3,1798.75
2026-07-12 11:00:00+00:00,1799.0,1805.85,1796.0,1802.95
2026-07-12 12:00:00+00:00,1802.8,1808.35,1802.45,1806.6
2026-07-12 13:00:00+00:00,1806.0,1808.4,1804.85,1805.2
2026-07-12 14:00:00+00:00,1805.15,1820.75,1803.45,1818.95
2026-07-12 15:00:00+00:00,1819.25,1826.35,1816.1,1819.95
2026-07-12 16:00:00+00:00,1819.95,1823.6,1816.65,1821.5
2026-07-12 17:00:00+00:00,1821.25,1821.6,1814.25,1817.5
2026-07-12 18:00:00+00:00,1817.65,1821.3,1813.75,1820.8
2026-07-12 19:00:00+00:00,1820.65,1822.4,1818.0,1820.75
2026-07-12 20:00:00+00:00,1820.55,1823.1,1818.05,1820.0
2026-07-12 21:00:00+00:00,1820.25,1822.5,1810.7,1811.65
2026-07-12 22:00:00+00:00,1811.8,1811.8,1796.8,1804.25
2026-07-12 23:00:00+00:00,1804.2,1808.0,1800.25,1805.7
2026-07-13 00:00:00+00:00,1806.15,1844.95,1803.8,1825.95
2026-07-13 01:00:00+00:00,1825.8,1828.85,1804.75,1806.15
